scnd_rec_reduced_log1,scnd_rec_reduced_log2,scnd_rec_reduced_log3,scnd_rec_reduced_log4,scnd_rec_reduced_log5
3,3,parsley,mozzarella,",,",cheese,garlic,butter
8,3,coriander,cucumber,spinach,lime,dairy-free yogurt,",,",garlic,avocado
9,3,egg,spring onion,pepper,",,",
10,3,cabbage,milk,",,",broccoli,lemon,cheese
103,10,single cream,potato,tarragon,milk,",,",broccoli,onion,garlic
114,10,gnocchi,parsley,",,",lemon,onion,mushroom,garlic,butter
119,10,pepper,spinach,",,",onion
127,10,thyme,fennel,carrot,celeriac,parsley,celery,bay leaf,",,",onion,garlic,mushroom
132,10,basil,feta cheese,",,",onion,garlic,pasta
133,10,cauliflower,rocket,feta cheese,",,",lemon
136,10,chilli,lime,parsley,feta cheese,rocket,egg,single cream,",,",garlic,onion,avocado
139,10,pepper,spinach,basil,",,",onion,pasta,garlic
143,10,dairy-free spread,oat milk alternative,potato,oyster mushroom,",,",broccoli,garlic,onion
145,10,puff pastry,fresh greens,parsley,baby potato,leek,",,",garlic
148,10,carrot,potato,beetroot,parsley,",,",garlic,lemon
149,10,dairy-free spread,bay leaf,carrot,cauliflower,celery,green bean,parsley,",,",onion,garlic,mushroom
3,14,parsley,mozzarella,",,",cheese,garlic,butter
8,14,coriander,cucumber,spinach,lime,dairy-free yogurt,",,",garlic,avocado
9,14,egg,spring onion,pepper,",,",
10,14,cabbage,milk,",,",broccoli,lemon,cheese
14,14,parmesan,leek,watercress,",,",pasta,garlic,lemon
21,14,aubergines,dairy-free yogurt,pomegranate seeds,cauliflower,",,",onion,lemon,tomato,garlic
29,14,spring onion,carrot,pak choi,chilli,",,",mushroom,garlic
33,14,courgette,mozzarella,lettuce,",,",
36,14,thyme,cucumber,feta cheese,puff pastry,",,",onion,garlic,lemon,tomato
37,14,thyme,",,",garlic
39,14,parsley,aubergines,",,",onion,garlic
46,14,chilli,coriander,dairy-free yogurt,ginger,",,",onion,garlic
49,14,egg,coriander,baby spinach,pepper,",,",onion,avocado
52,14,yogurt,coriander,",,",onion,garlic,lemon
53,14,basil,pepper,mixed leaf salad,mozzarella,",,",onion,garlic
54,14,yogurt,mint,cabbage,",,",lemon
57,14,coriander,",,",onion,cheese
58,14,potato,coriander,chilli,pepper,lime,",,",tomato,onion,onion,garlic
59,14,coriander,lettuce,feta cheese,pepper,",,",tomato,onion,lemon
60,14,egg,spring onion,lime,cabbage,",,",garlic
62,14,coriander,chilli,lime,pepper,",,",onion,tomato
67,14,paneer,baby spinach,celeriac,coriander,lime,",,",garlic,butter,onion
71,14,mint,ricotta,",,",pasta
74,14,egg,ginger,chilli,spring onion,coriander,",,",garlic
75,14,parsley,cabbage,soft cheese,filo pastry,",,",broccoli,mushroom,onion,garlic
76,14,coriander,red pepper houmous,",,",lemon,onion,tomato,garlic
79,14,milk,cauliflower,",,",cheese,butter,lemon,broccoli
82,14,parsley,cabbage,",,",garlic,lemon
87,14,oregano,coriander,curly kale,lime,spring onion,root vegetables,",,",onion,tomato,garlic,cheese
88,14,cauliflower,potato,",,",
91,14,pepper,cauliflower,coriander,",,",onion,garlic
93,14,leek,chilli,parsnips,parmesan,thyme,",,",pasta,garlic
94,14,celery,oregano,rosemary,leek,carrot,",,",garlic,onion,lemon
102,14,leek,thyme,milk,cauliflower,egg,puff pastry,",,",onion,cheese,butter
103,14,single cream,potato,tarragon,milk,",,",broccoli,onion,garlic
114,14,gnocchi,parsley,",,",lemon,onion,mushroom,garlic,butter
119,14,pepper,spinach,",,",onion
127,14,thyme,fennel,carrot,celeriac,parsley,celery,bay leaf,",,",onion,garlic,mushroom
132,14,basil,feta cheese,",,",onion,garlic,pasta
133,14,cauliflower,rocket,feta cheese,",,",lemon
136,14,chilli,lime,parsley,feta cheese,rocket,egg,single cream,",,",garlic,onion,avocado
139,14,pepper,spinach,basil,",,",onion,pasta,garlic
143,14,dairy-free spread,oat milk alternative,potato,oyster mushroom,",,",broccoli,garlic,onion
145,14,puff pastry,fresh greens,parsley,baby potato,leek,",,",garlic
148,14,carrot,potato,beetroot,parsley,",,",garlic,lemon
149,14,dairy-free spread,bay leaf,carrot,cauliflower,celery,green bean,parsley,",,",onion,garlic,mushroom
3,21,parsley,mozzarella,",,",cheese,garlic,butter
8,21,coriander,cucumber,spinach,lime,dairy-free yogurt,",,",garlic,avocado
9,21,egg,spring onion,pepper,",,",
10,21,cabbage,milk,",,",broccoli,lemon,cheese
14,21,parmesan,leek,watercress,",,",pasta,garlic,lemon
21,21,aubergines,dairy-free yogurt,pomegranate seeds,cauliflower,",,",onion,lemon,tomato,garlic
29,21,spring onion,carrot,pak choi,chilli,",,",mushroom,garlic
33,21,courgette,mozzarella,lettuce,",,",
36,21,thyme,cucumber,feta cheese,puff pastry,",,",onion,garlic,lemon,tomato
37,21,thyme,",,",garlic
39,21,parsley,aubergines,",,",onion,garlic
46,21,chilli,coriander,dairy-free yogurt,ginger,",,",onion,garlic
49,21,egg,coriander,baby spinach,pepper,",,",onion,avocado
52,21,yogurt,coriander,",,",onion,garlic,lemon
53,21,basil,pepper,mixed leaf salad,mozzarella,",,",onion,garlic
54,21,yogurt,mint,cabbage,",,",lemon
57,21,coriander,",,",onion,cheese
58,21,potato,coriander,chilli,pepper,lime,",,",tomato,onion,onion,garlic
59,21,coriander,lettuce,feta cheese,pepper,",,",tomato,onion,lemon
60,21,egg,spring onion,lime,cabbage,",,",garlic
62,21,coriander,chilli,lime,pepper,",,",onion,tomato
67,21,paneer,baby spinach,celeriac,coriander,lime,",,",garlic,butter,onion
71,21,mint,ricotta,",,",pasta
74,21,egg,ginger,chilli,spring onion,coriander,",,",garlic
75,21,parsley,cabbage,soft cheese,filo pastry,",,",broccoli,mushroom,onion,garlic
76,21,coriander,red pepper houmous,",,",lemon,onion,tomato,garlic
79,21,milk,cauliflower,",,",cheese,butter,lemon,broccoli
82,21,parsley,cabbage,",,",garlic,lemon
87,21,oregano,coriander,curly kale,lime,spring onion,root vegetables,",,",onion,tomato,garlic,cheese
88,21,cauliflower,potato,",,",
91,21,pepper,cauliflower,coriander,",,",onion,garlic
93,21,leek,chilli,parsnips,parmesan,thyme,",,",pasta,garlic
94,21,celery,oregano,rosemary,leek,carrot,",,",garlic,onion,lemon
102,21,leek,thyme,milk,cauliflower,egg,puff pastry,",,",onion,cheese,butter
103,21,single cream,potato,tarragon,milk,",,",broccoli,onion,garlic
114,21,gnocchi,parsley,",,",lemon,onion,mushroom,garlic,butter
119,21,pepper,spinach,",,",onion
127,21,thyme,fennel,carrot,celeriac,parsley,celery,bay leaf,",,",onion,garlic,mushroom
132,21,basil,feta cheese,",,",onion,garlic,pasta
133,21,cauliflower,rocket,feta cheese,",,",lemon
136,21,chilli,lime,parsley,feta cheese,rocket,egg,single cream,",,",garlic,onion,avocado
139,21,pepper,spinach,basil,",,",onion,pasta,garlic
143,21,dairy-free spread,oat milk alternative,potato,oyster mushroom,",,",broccoli,garlic,onion
145,21,puff pastry,fresh greens,parsley,baby potato,leek,",,",garlic
148,21,carrot,potato,beetroot,parsley,",,",garlic,lemon
149,21,dairy-free spread,bay leaf,carrot,cauliflower,celery,green bean,parsley,",,",onion,garlic,mushroom
3,23,parsley,mozzarella,",,",cheese,garlic,butter
8,23,coriander,cucumber,spinach,lime,dairy-free yogurt,",,",garlic,avocado
9,23,egg,spring onion,pepper,",,",
10,23,cabbage,milk,",,",broccoli,lemon,cheese
14,23,parmesan,leek,watercress,",,",pasta,garlic,lemon
21,23,aubergines,dairy-free yogurt,pomegranate seeds,cauliflower,",,",onion,lemon,tomato,garlic
29,23,spring onion,carrot,pak choi,chilli,",,",mushroom,garlic
33,23,courgette,mozzarella,lettuce,",,",
36,23,thyme,cucumber,feta cheese,puff pastry,",,",onion,garlic,lemon,tomato
37,23,thyme,",,",garlic
39,23,parsley,aubergines,",,",onion,garlic
46,23,chilli,coriander,dairy-free yogurt,ginger,",,",onion,garlic
49,23,egg,coriander,baby spinach,pepper,",,",onion,avocado
52,23,yogurt,coriander,",,",onion,garlic,lemon
53,23,basil,pepper,mixed leaf salad,mozzarella,",,",onion,garlic
54,23,yogurt,mint,cabbage,",,",lemon
57,23,coriander,",,",onion,cheese
58,23,potato,coriander,chilli,pepper,lime,",,",tomato,onion,onion,garlic
59,23,coriander,lettuce,feta cheese,pepper,",,",tomato,onion,lemon
60,23,egg,spring onion,lime,cabbage,",,",garlic
62,23,coriander,chilli,lime,pepper,",,",onion,tomato
67,23,paneer,baby spinach,celeriac,coriander,lime,",,",garlic,butter,onion
71,23,mint,ricotta,",,",pasta
74,23,egg,ginger,chilli,spring onion,coriander,",,",garlic
75,23,parsley,cabbage,soft cheese,filo pastry,",,",broccoli,mushroom,onion,garlic
76,23,coriander,red pepper houmous,",,",lemon,onion,tomato,garlic
79,23,milk,cauliflower,",,",cheese,butter,lemon,broccoli
82,23,parsley,cabbage,",,",garlic,lemon
87,23,oregano,coriander,curly kale,lime,spring onion,root vegetables,",,",onion,tomato,garlic,cheese
88,23,cauliflower,potato,",,",
91,23,pepper,cauliflower,coriander,",,",onion,garlic
93,23,leek,chilli,parsnips,parmesan,thyme,",,",pasta,garlic
94,23,celery,oregano,rosemary,leek,carrot,",,",garlic,onion,lemon
102,23,leek,thyme,milk,cauliflower,egg,puff pastry,",,",onion,cheese,butter
103,23,single cream,potato,tarragon,milk,",,",broccoli,onion,garlic
114,23,gnocchi,parsley,",,",lemon,onion,mushroom,garlic,butter
119,23,pepper,spinach,",,",onion
127,23,thyme,fennel,carrot,celeriac,parsley,celery,bay leaf,",,",onion,garlic,mushroom
132,23,basil,feta cheese,",,",onion,garlic,pasta
133,23,cauliflower,rocket,feta cheese,",,",lemon
136,23,chilli,lime,parsley,feta cheese,rocket,egg,single cream,",,",garlic,onion,avocado
139,23,pepper,spinach,basil,",,",onion,pasta,garlic
143,23,dairy-free spread,oat milk alternative,potato,oyster mushroom,",,",broccoli,garlic,onion
145,23,puff pastry,fresh greens,parsley,baby potato,leek,",,",garlic
148,23,carrot,potato,beetroot,parsley,",,",garlic,lemon
149,23,dairy-free spread,bay leaf,carrot,cauliflower,celery,green bean,parsley,",,",onion,garlic,mushroom
3,29,parsley,mozzarella,",,",cheese,garlic,butter
8,29,coriander,cucumber,spinach,lime,dairy-free yogurt,",,",garlic,avocado
9,29,egg,spring onion,pepper,",,",
10,29,cabbage,milk,",,",broccoli,lemon,cheese
14,29,parmesan,leek,watercress,",,",pasta,garlic,lemon
21,29,aubergines,dairy-free yogurt,pomegranate seeds,cauliflower,",,",onion,lemon,tomato,garlic
29,29,spring onion,carrot,pak choi,chilli,",,",mushroom,garlic
33,29,courgette,mozzarella,lettuce,",,",
36,29,thyme,cucumber,feta cheese,puff pastry,",,",onion,garlic,lemon,tomato
37,29,thyme,",,",garlic
39,29,parsley,aubergines,",,",onion,garlic
46,29,chilli,coriander,dairy-free yogurt,ginger,",,",onion,garlic
49,29,egg,coriander,baby spinach,pepper,",,",onion,avocado
52,29,yogurt,coriander,",,",onion,garlic,lemon
53,29,basil,pepper,mixed leaf salad,mozzarella,",,",onion,garlic
54,29,yogurt,mint,cabbage,",,",lemon
57,29,coriander,",,",onion,cheese
58,29,potato,coriander,chilli,pepper,lime,",,",tomato,onion,onion,garlic
59,29,coriander,lettuce,feta cheese,pepper,",,",tomato,onion,lemon
60,29,egg,spring onion,lime,cabbage,",,",garlic
62,29,coriander,chilli,lime,pepper,",,",onion,tomato
67,29,paneer,baby spinach,celeriac,coriander,lime,",,",garlic,butter,onion
71,29,mint,ricotta,",,",pasta
74,29,egg,ginger,chilli,spring onion,coriander,",,",garlic
75,29,parsley,cabbage,soft cheese,filo pastry,",,",broccoli,mushroom,onion,garlic
76,29,coriander,red pepper houmous,",,",lemon,onion,tomato,garlic
79,29,milk,cauliflower,",,",cheese,butter,lemon,broccoli
82,29,parsley,cabbage,",,",garlic,lemon
87,29,oregano,coriander,curly kale,lime,spring onion,root vegetables,",,",onion,tomato,garlic,cheese
88,29,cauliflower,potato,",,",
91,29,pepper,cauliflower,coriander,",,",onion,garlic
93,29,leek,chilli,parsnips,parmesan,thyme,",,",pasta,garlic
94,29,celery,oregano,rosemary,leek,carrot,",,",garlic,onion,lemon
102,29,leek,thyme,milk,cauliflower,egg,puff pastry,",,",onion,cheese,butter
103,29,single cream,potato,tarragon,milk,",,",broccoli,onion,garlic
114,29,gnocchi,parsley,",,",lemon,onion,mushroom,garlic,butter
119,29,pepper,spinach,",,",onion
127,29,thyme,fennel,carrot,celeriac,parsley,celery,bay leaf,",,",onion,garlic,mushroom
132,29,basil,feta cheese,",,",onion,garlic,pasta
133,29,cauliflower,rocket,feta cheese,",,",lemon
136,29,chilli,lime,parsley,feta cheese,rocket,egg,single cream,",,",garlic,onion,avocado
139,29,pepper,spinach,basil,",,",onion,pasta,garlic
143,29,dairy-free spread,oat milk alternative,potato,oyster mushroom,",,",broccoli,garlic,onion
145,29,puff pastry,fresh greens,parsley,baby potato,leek,",,",garlic
148,29,carrot,potato,beetroot,parsley,",,",garlic,lemon
149,29,dairy-free spread,bay leaf,carrot,cauliflower,celery,green bean,parsley,",,",onion,garlic,mushroom
3,33,parsley,mozzarella,",,",cheese,garlic,butter
8,33,coriander,cucumber,spinach,lime,dairy-free yogurt,",,",garlic,avocado
9,33,egg,spring onion,pepper,",,",
10,33,cabbage,milk,",,",broccoli,lemon,cheese
14,33,parmesan,leek,watercress,",,",pasta,garlic,lemon
